domain,record_type,encoding_type,encodePacketStart,encodePacketEnd,dnsResStart,dnsResEnd,encode_duration,dns_resolution_duration,total_duration
example.com,A,Base16,697682.486820708,697682.486836458,697682.486836541,697682.488618041,1.5749945305287838e-05,0.0017815000610426068,0.0017973330104723573
example.com,A,Base16,697682.488806875,697682.488814625,697682.488814708,697682.490031041,7.750000804662704e-06,0.0012163330102339387,0.001224166015163064
example.com,A,Base16,705662.844266875,705662.844281583,705662.844281666,705662.84593325,1.4708028174936771e-05,0.0016515840543434024,0.0016663750866428018
example.com,A,Base16,705662.846140166,705662.846149166,705662.846149208,705662.847335416,8.999952115118504e-06,0.0011862079845741391,0.0011952499626204371
