domain,record_type,encoding_type,encodePacketStart,encodePacketEnd,dnsResStart,dnsResEnd,encode_duration,dns_resolution_duration,total_duration
example.com,AAAA,ROT13,840851.754049375,840851.754058375,840851.7540585,840851.756097208,9.00006853044033e-06,0.0020387079566717148,0.0020478330552577972
example.com,AAAA,URL,840851.756187416,840851.7562005,840851.756200625,840851.757843708,1.3083918020129204e-05,0.0016430830582976341,0.0016562920063734055
example.com,AAAA,ALL,840851.75793025,840851.758271625,840851.758271666,840851.760273875,0.00034137500915676355,0.002002208959311247,0.0023436249466612935
example.com,A,Base16,840851.760363875,840851.760369541,840851.760369666,840851.762047,5.666050128638744e-06,0.001677333959378302,0.001683125039562583
example.com,A,Base32,840851.762137041,840851.762151166,840851.76215125,840851.764246041,1.4125020243227482e-05,0.002094790921546519,0.0021089999936521053
example.com,A,Base64,840851.764326625,840851.764332125,840851.764332208,840851.765917666,5.499925464391708e-06,0.0015854580560699105,0.0015910409856587648
example.com,A,Base85,840851.765991833,840851.766008375,840851.766008458,840851.767573125,1.6542035154998302e-05,0.001564666978083551,0.0015812920173630118
example.com,A,Base91,840851.767641708,840851.767657083,840851.767657125,840851.769247166,1.537497155368328e-05,0.0015900409780442715,0.0016054579755291343
example.com,A,Binary,840851.769313333,840851.769324416,840851.769324458,840851.770955083,1.1082971468567848e-05,0.0016306249890476465,0.001641749986447394
example.com,A,Hexadecimal,840851.7710755,840851.77108075,840851.771080833,840851.7731015,5.250098183751106e-06,0.002020666957832873,0.0020260000601410866
example.com,A,NetBios,840851.773167166,840851.773172083,840851.773172166,840851.774734625,4.916917532682419e-06,0.0015624590450897813,0.0015674589667469263
example.com,A,DecimalEncoding,840851.774807208,840851.774819208,840851.77481925,840851.776419875,1.1999974958598614e-05,0.001600624993443489,0.0016126669943332672
example.com,A,ROT13,840851.776484625,840851.776494083,840851.776494125,840851.778042208,9.458046406507492e-06,0.001548083033412695,0.001557583105750382
example.com,A,URL,840851.778104083,840851.778113833,840851.778113875,840851.779664541,9.750016033649445e-06,0.001550666056573391,0.001560457982122898
example.com,A,ALL,840851.779728,840851.780045375,840851.780045458,840851.783425125,0.0003173749428242445,0.00337966694496572,0.0036971248919144273
example.com,AAAA,Base16,840851.783518875,840851.783523666,840851.78352375,840851.785154291,4.790956154465675e-06,0.0016305409371852875,0.0016354159452021122
example.com,AAAA,Base32,840851.785230958,840851.785242916,840851.785242958,840851.786802625,1.195794902741909e-05,0.001559667056426406,0.0015716670313850045
example.com,AAAA,Base64,840851.786875833,840851.786880916,840851.786880958,840851.788447958,5.083042196929455e-06,0.0015669999411329627,0.0015721250092610717
example.com,AAAA,Base85,840851.788511333,840851.78852275,840851.788522833,840851.790073166,1.1416967026889324e-05,0.001550332992337644,0.001561832963488996
example.com,AAAA,Base91,840851.790147375,840851.790159,840851.790159083,840851.792133375,1.1625001206994057e-05,0.0019742919830605388,0.0019859999883919954
example.com,AAAA,Binary,840851.792196583,840851.792208,840851.792208083,840851.793753541,1.1416967026889324e-05,0.0015454579843208194,0.0015569579554721713
example.com,AAAA,Hexadecimal,840851.793815333,840851.793820333,840851.793820375,840851.795361125,4.999921657145023e-06,0.0015407500322908163,0.0015457919798791409
example.com,AAAA,NetBios,840851.795438916,840851.795443125,840851.79544325,840851.796991791,4.208995960652828e-06,0.001548541011288762,0.001552875037305057
example.com,AAAA,DecimalEncoding,840851.79705475,840851.797063041,840851.797063083,840851.798618625,8.29098280519247e-06,0.0015555419959127903,0.0015638750046491623
example.com,AAAA,ROT13,840851.798698458,840851.798706916,840851.798707,840851.800277541,8.458038792014122e-06,0.0015705410623922944,0.0015790830366313457
example.com,AAAA,URL,840851.800347291,840851.800356125,840851.800356208,840851.80240175,8.833943866193295e-06,0.002045542001724243,0.002054458949714899
example.com,AAAA,ALL,840851.80248425,840851.802788583,840851.802788625,840851.804706916,0.000304332934319973,0.001918290974572301,0.0022226659348234534
example.com,A,Base16,840851.804778125,840851.804788416,840851.8047885,840851.806384916,1.029099803417921e-05,0.0015964159974828362,0.0016067909309640527
example.com,A,Base32,840851.806469291,840851.806480875,840851.806480958,840851.808084958,1.1584023013710976e-05,0.0016039999900385737,0.0016156670171767473
example.com,A,Base64,840851.808167125,840851.808171916,840851.808171958,840851.809729125,4.791072569787502e-06,0.0015571670373901725,0.0015620000194758177
example.com,A,Base85,840851.809806083,840851.809817291,840851.809817333,840851.811860166,1.1208001524209976e-05,0.0020428330171853304,0.00205408304464072
example.com,A,Base91,840851.811922875,840851.811934083,840851.811934125,840851.813486166,1.1208001524209976e-05,0.001552040921524167,0.0015632909489795566
example.com,A,Binary,840851.813547541,840851.813557916,840851.813558,840851.815137541,1.037493348121643e-05,0.001579541014507413,0.0015899999998509884
example.com,A,Hexadecimal,840851.815209375,840851.8152145,840851.815214541,840851.816786916,5.124951712787151e-06,0.0015723749529570341,0.0015775409992784262
example.com,A,NetBios,840851.816857,840851.816861375,840851.816861458,840851.818563708,4.375004209578037e-06,0.0017022499814629555,0.0017067079897969961
example.com,A,DecimalEncoding,840851.818881291,840851.818897625,840851.81889775,840851.821362625,1.633400097489357e-05,0.002464874996803701,0.0024813340278342366
example.com,A,ROT13,840851.821441875,840851.821453916,840851.821454,840851.823506125,1.2041069567203522e-05,0.0020521250553429127,0.0020642500603571534
example.com,A,URL,840851.823633375,840851.823663458,840851.823663541,840851.825374458,3.0082999728620052e-05,0.001710916985757649,0.0017410829896107316
example.com,A,ALL,840851.82544475,840851.825770458,840851.825770541,840851.827746041,0.0003257079515606165,0.001975500024855137,0.002301290980540216
example.com,AAAA,Base16,840851.827813458,840851.827819125,840851.82781925,840851.829427,5.66698145121336e-06,0.0016077500768005848,0.0016135419718921185
example.com,AAAA,Base32,840851.829501583,840851.829514958,840851.829515041,840851.831597625,1.337495632469654e-05,0.0020825840765610337,0.002096042037010193
example.com,AAAA,Base64,840851.831657958,840851.831663333,840851.831663375,840851.833366125,5.375011824071407e-06,0.0017027499852702022,0.001708167023025453
example.com,AAAA,Base85,840851.833433,840851.833447166,840851.83344725,840851.835048833,1.4165998436510563e-05,0.0016015830915421247,0.0016158330254256725
example.com,AAAA,Base91,840851.835107166,840851.835120333,840851.835120416,840851.836711666,1.3167038559913635e-05,0.0015912499511614442,0.0016044999938458204
example.com,AAAA,Binary,840851.836770125,840851.836783208,840851.836783291,840851.838341708,1.3082986697554588e-05,0.0015584169887006283,0.0015715829795226455
example.com,AAAA,Hexadecimal,840851.838396541,840851.838401958,840851.838402041,840851.840422166,5.417037755250931e-06,0.0020201250445097685,0.002025625086389482
example.com,AAAA,NetBios,840851.840477958,840851.840482375,840851.8404825,840851.842009666,4.417030140757561e-06,0.0015271659940481186,0.0015317080542445183
example.com,AAAA,DecimalEncoding,840851.842071333,840851.842081666,840851.84208175,840851.843656708,1.0333023965358734e-05,0.0015749579761177301,0.001585375051945448
example.com,AAAA,ROT13,840851.843715416,840851.843725166,840851.84372525,840851.845274916,9.750016033649445e-06,0.0015496660489588976,0.0015595000004395843
example.com,AAAA,URL,840851.845328375,840851.845338166,840851.845338208,840851.846910208,9.790994226932526e-06,0.0015719999792054296,0.0015818329993635416
example.com,AAAA,ALL,840851.8469655,840851.847266291,840851.847266333,840851.849604583,0.0003007909981533885,0.002338250051252544,0.00263908295892179
example.com,A,Base16,840851.849664333,840851.849669333,840851.849669375,840851.851268958,4.999921657145023e-06,0.0015995829598978162,0.0016046249074861407
example.com,A,Base32,840851.851360041,840851.851376416,840851.851376458,840851.85309275,1.6375095583498478e-05,0.0017162919975817204,0.0017327090026810765
example.com,A,Base64,840851.853164958,840851.853171875,840851.853171958,840851.854809583,6.917049176990986e-06,0.0016376250423491001,0.0016446250956505537
example.com,A,Base85,840851.8548765,840851.854892166,840851.854892208,840851.856505458,1.5666009858250618e-05,0.0016132500022649765,0.0016289580380544066
example.com,A,Base91,840851.856572083,840851.856585208,840851.856585291,840851.858608958,1.3125012628734112e-05,0.002023666980676353,0.0020368749974295497
example.com,A,Binary,840851.858669041,840851.85868225,840851.858682375,840851.860255791,1.3209064491093159e-05,0.0015734159387648106,0.0015867500333115458
example.com,A,Hexadecimal,840851.860315958,840851.860321291,840851.860321375,840851.861910083,5.332985892891884e-06,0.001588708022609353,0.0015941249439492822
example.com,A,NetBios,840851.861976208,840851.86198075,840851.861980833,840851.863520583,4.541943781077862e-06,0.001539750024676323,0.0015443749725818634
example.com,A,DecimalEncoding,840851.863576125,840851.863584833,840851.863584916,840851.865147875,8.707982487976551e-06,0.001562959048897028,0.0015717500355094671
example.com,A,ROT13,840851.865211666,840851.865221583,840851.865221666,840851.866811833,9.917072020471096e-06,0.0015901669394224882,0.001600167015567422
example.com,A,URL,840851.866942166,840851.866953708,840851.86695375,840851.868998458,1.1541997082531452e-05,0.002044708002358675,0.002056292025372386
example.com,A,ALL,840851.869056416,840851.869363708,840851.869363791,840851.871292708,0.00030729197897017,0.001928917015902698,0.0022362919989973307
example.com,AAAA,Base16,840851.871353916,840851.871358541,840851.871358625,840851.87293375,4.624947905540466e-06,0.0015751250321045518,0.0015798340318724513
example.com,AAAA,Base32,840851.872991125,840851.873002875,840851.873002958,840851.874566208,1.1750031262636185e-05,0.0015632499707862735,0.0015750830061733723
example.com,AAAA,Base64,840851.874626625,840851.874632,840851.874632041,840851.876178875,5.375011824071407e-06,0.0015468340134248137,0.0015522500034421682
example.com,AAAA,Base85,840851.876234875,840851.876246041,840851.876246166,840851.87832275,1.116609200835228e-05,0.0020765840308740735,0.002087875036522746
example.com,AAAA,Base91,840851.878395083,840851.878406416,840851.8784065,840851.879966708,1.1333031579852104e-05,0.0015602080384269357,0.001571625005453825
example.com,AAAA,Binary,840851.88002375,840851.880034541,840851.880034625,840851.881606125,1.0791001841425896e-05,0.0015715000918135047,0.0015823750291019678
example.com,AAAA,Hexadecimal,840851.881665458,840851.8816705,840851.881670583,840851.883217916,5.042064003646374e-06,0.001547332969494164,0.001552458037622273
example.com,AAAA,NetBios,840851.883277458,840851.883281375,840851.8832815,840851.884811708,3.917026333510876e-06,0.0015302080428227782,0.0015342499827966094
example.com,AAAA,DecimalEncoding,840851.88486725,840851.88487525,840851.884875291,840851.886912458,8.00006091594696e-06,0.0020371669670566916,0.0020452080061659217
example.com,AAAA,ROT13,840851.886969583,840851.88697825,840851.886978333,840851.8886225,8.66700429469347e-06,0.0016441670013591647,0.0016529170097783208
example.com,AAAA,URL,840851.888682833,840851.888691083,840851.888691166,840851.890231416,8.249888196587563e-06,0.0015402500284835696,0.0015485829208046198
example.com,AAAA,ALL,840851.890290833,840851.890615291,840851.890615333,840851.892625416,0.0003244580002501607,0.002010083058848977,0.0023345830850303173
example.com,A,Base16,840851.892699125,840851.892704125,840851.892704208,840851.894300666,5.00003807246685e-06,0.0015964580234140158,0.0016015410656109452
example.com,A,Base32,840851.894361708,840851.894373541,840851.894373625,840851.897164208,1.183303538709879e-05,0.0027905829483643174,0.0028025000356137753
example.com,A,Base64,840851.897226625,840851.897232166,840851.897232208,840851.8988225,5.541020072996616e-06,0.0015902919694781303,0.0015958750154823065
example.com,A,Base85,840851.898883958,840851.898895666,840851.898895708,840851.900442375,1.1708005331456661e-05,0.001546666957437992,0.0015584169887006283
example.com,A,Base91,840851.9005075,840851.900519125,840851.900519208,840851.902061875,1.1625001206994057e-05,0.0015426669269800186,0.0015543749323114753
example.com,A,Binary,840851.902130208,840851.902141666,840851.902141708,840851.903715375,1.1458061635494232e-05,0.0015736670466139913,0.0015851670177653432
example.com,A,Hexadecimal,840851.903779208,840851.903784416,840851.9037845,840851.905781125,5.208072252571583e-06,0.001996624981984496,0.002001916989684105
example.com,A,NetBios,840851.905836833,840851.905841125,840851.905841208,840851.907348,4.292000085115433e-06,0.001506792032159865,0.001511167036369443
example.com,A,DecimalEncoding,840851.907403041,840851.90741075,840851.907410833,840851.908938333,7.709022611379623e-06,0.00152749998960644,0.0015352920163422823
example.com,A,ROT13,840851.908993875,840851.909002583,840851.909002666,840851.910542666,8.707982487976551e-06,0.0015399999683722854,0.0015487909549847245
example.com,A,URL,840851.910598,840851.910606375,840851.910606458,840851.912132458,8.37491825222969e-06,0.0015259999781847,0.0015344579005613923
example.com,A,ALL,840851.912187916,840851.912512041,840851.912512083,840851.915056916,0.00032412505242973566,0.002544832997955382,0.0028689999599009752
example.com,AAAA,Base16,840851.915139208,840851.915146916,840851.915146958,840851.916762625,7.708091288805008e-06,0.0016156670171767473,0.00162341701798141
example.com,AAAA,Base32,840851.916899833,840851.916914125,840851.916914208,840851.918536833,1.4291959814727306e-05,0.0016226250445470214,0.0016370000084862113
example.com,AAAA,Base64,840851.918600625,840851.918606125,840851.918606208,840851.9201695,5.500041879713535e-06,0.001563291996717453,0.0015688750427216291
example.com,AAAA,Base85,840851.9202475,840851.9202595,840851.920259583,840851.92184475,1.200009137392044e-05,0.0015851669013500214,0.0015972499968484044
example.com,AAAA,Base91,840851.921914583,840851.921930458,840851.921930541,840851.923932208,1.5875091776251793e-05,0.0020016669295728207,0.002017625025473535
example.com,AAAA,Binary,840851.924002708,840851.92401425,840851.924014375,840851.92559925,1.1541997082531452e-05,0.0015848750481382012,0.001596541958861053
example.com,AAAA,Hexadecimal,840851.925668,840851.9256765,840851.925676583,840851.927202041,8.499948307871819e-06,0.0015254580648615956,0.00153404101729393
example.com,AAAA,NetBios,840851.927263083,840851.927267375,840851.927267458,840851.928988458,4.292000085115433e-06,0.0017209999496117234,0.0017253749538213015
example.com,AAAA,DecimalEncoding,840851.929061166,840851.929073416,840851.9290735,840851.930677791,1.225003506988287e-05,0.001604291028343141,0.0016166249988600612
example.com,AAAA,ROT13,840851.930748333,840851.930759375,840851.930759458,840851.93232925,1.1041993275284767e-05,0.00156979204621166,0.0015809170436114073
example.com,AAAA,URL,840851.93239125,840851.932400625,840851.932400708,840851.934434125,9.37492586672306e-06,0.0020334169967100024,0.002042874926701188
example.com,AAAA,ALL,840851.934497666,840851.934803708,840851.934803791,840851.9367045,0.0003060420276597142,0.0019007090013474226,0.0022068340331315994
example.com,A,Base16,840851.936770291,840851.936774875,840851.936775,840851.93833925,4.584086127579212e-06,0.0015642500948160887,0.0015689590945839882
example.com,A,Base32,840851.938404,840851.938414875,840851.938414958,840851.939971958,1.0874937288463116e-05,0.0015570000978186727,0.0015679580392315984
example.com,A,Base64,840851.940034333,840851.940039416,840851.940039458,840851.941616333,5.082925781607628e-06,0.0015768749872222543,0.0015819999389350414
example.com,A,Base85,840851.941681625,840851.941692875,840851.941692958,840851.943728625,1.12500274553895e-05,0.0020356669556349516,0.0020469999872148037
example.com,A,Base91,840851.943795125,840851.9438065,840851.943806541,840851.945342166,1.1375057511031628e-05,0.0015356249641627073,0.001547040999867022
example.com,A,Binary,840851.945400416,840851.945410875,840851.945411,840851.946952458,1.0458985343575478e-05,0.001541457953862846,0.0015520419692620635
example.com,A,Hexadecimal,840851.947012916,840851.94701775,840851.947017833,840851.948552541,4.834029823541641e-06,0.0015347079606726766,0.0015396249946206808
example.com,A,NetBios,840851.948611083,840851.948615083,840851.948615166,840851.950151875,4.00003045797348e-06,0.0015367090236395597,0.0015407920582219958
example.com,A,DecimalEncoding,840851.950221,840851.950229125,840851.95022925,840851.952426416,8.124974556267262e-06,0.002197165973484516,0.0022054159780964255
example.com,A,ROT13,840851.952494416,840851.952504166,840851.952504208,840851.954103208,9.750016033649445e-06,0.0015990000683814287,0.0016087919939309359
example.com,A,URL,840851.954170291,840851.954180291,840851.954180375,840851.955731458,1.00000761449337e-05,0.001551083056256175,0.001561167067848146
example.com,A,ALL,840851.955791958,840851.956096791,840851.956096833,840851.95802025,0.0003048329381272197,0.0019234169740229845,0.0022282919380813837
example.com,AAAA,Base16,840851.958085708,840851.958090208,840851.958090291,840851.959673375,4.500034265220165e-06,0.0015830839984118938,0.0015876670368015766
example.com,AAAA,Base32,840851.959737041,840851.959748583,840851.959748625,840851.961781166,1.1541997082531452e-05,0.0020325409714132547,0.0020441249944269657
example.com,AAAA,Base64,840851.9618455,840851.961850541,840851.961850583,840851.963402291,5.040899850428104e-06,0.001551707973703742,0.0015567908994853497
example.com,AAAA,Base85,840851.963514333,840851.96352575,840851.963525875,840851.965097625,1.1416967026889324e-05,0.0015717500355094671,0.0015832920325919986
example.com,AAAA,Base91,840851.965160541,840851.965171541,840851.965171625,840851.966738333,1.0999967344105244e-05,0.0015667079715058208,0.001577791990712285
example.com,AAAA,Binary,840851.96680075,840851.966811291,840851.966811333,840851.968349041,1.054094173014164e-05,0.0015377079835161567,0.0015482909511774778
example.com,AAAA,Hexadecimal,840851.968413083,840851.968418083,840851.968418125,840851.970427666,5.00003807246685e-06,0.002009541029110551,0.0020145829766988754
example.com,AAAA,NetBios,840851.970489916,840851.970494041,840851.970494083,840851.972003583,4.124944098293781e-06,0.0015094999689608812,0.0015136669389903545
example.com,AAAA,DecimalEncoding,840851.972065625,840851.972073541,840851.972073625,840851.973634416,7.916009053587914e-06,0.001560791046358645,0.00156879099085927
example.com,AAAA,ROT13,840851.973699125,840851.973707666,840851.973707708,840851.97526775,8.541042916476727e-06,0.0015600420301780105,0.0015686249826103449
example.com,AAAA,URL,840851.975341166,840851.975350083,840851.975350125,840851.976888583,8.916947990655899e-06,0.0015384580474346876,0.001547417021356523
example.com,AAAA,ALL,840851.9769495,840851.977246416,840851.977246458,840851.97961875,0.00029691599775105715,0.0023722921032458544,0.0026692500105127692
example.com,A,Base16,840851.979683708,840851.979688166,840851.97968825,840851.9812565,4.457891918718815e-06,0.0015682500088587403,0.0015727919526398182
example.com,A,Base32,840851.981317833,840851.9813285,840851.981328583,840851.982888083,1.066701952368021e-05,0.0015595000004395843,0.001570250024087727
example.com,A,Base64,840851.982951166,840851.982955916,840851.982956,840851.9844955,4.749977961182594e-06,0.0015394999645650387,0.0015443339943885803
